"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"ARPC2",4.74826797819282e-81,0.289791238817882,0.613,0.476,8.8108860603346e-77,"T cells"
"KLF2",8.18389283494103e-81,-0.338038919610746,0.16,0.299,1.51860315445166e-76,"T cells"
"RHOC",3.54713726513137e-80,-0.278580830318515,0.204,0.331,6.58206790917777e-76,"T cells"
"ID2",4.08481011581875e-76,0.337901889971661,0.466,0.343,7.57977365091327e-72,"T cells"
"MT-CO3",1.39929576679691e-75,-0.581290418308285,0.997,0.98,2.59653322486835e-71,"T cells"
"CYP11A1",2.29606338994672e-72,-0.403259015764807,0.135,0.218,4.26057522638513e-68,"T cells"
"HSPD1",1.05715051519483e-71,-0.301075988586053,0.269,0.401,1.96164849599553e-67,"T cells"
"ZFP36",7.14879678760377e-70,-0.441031546483522,0.449,0.538,1.32653073190776e-65,"T cells"
"ANXA2",4.98234936282446e-69,-0.27919706991526,0.263,0.377,9.24524747765707e-65,"T cells"
"IGKC",1.29278559640085e-66,-4.14632199715144,0.507,0.391,2.39889295268142e-62,"T cells"
"MT-ATP6",6.27253912476176e-64,-0.45629353733349,0.979,0.96,1.16393235999079e-59,"T cells"
"SRP14",2.70364303837658e-58,-0.285694588387834,0.67,0.763,5.01688002201157e-54,"T cells"
"GSTA1",2.58694990384943e-56,-0.342577023328654,0.293,0.217,4.80034424158301e-52,"T cells"
"MT-ND1",4.67986524456282e-56,-0.384677014361733,0.946,0.92,8.68395794781077e-52,"T cells"
"MT1X",3.59247862940195e-54,-0.282513452080489,0.192,0.29,6.66620334471826e-50,"T cells"
"IGHG1",6.03329651445717e-52,-3.73638114505473,0.141,0.138,1.11953850122267e-47,"T cells"
"JUND",2.74557580869119e-50,-0.251528330810739,0.332,0.436,5.09469047060736e-46,"T cells"
"CCL3",7.2539973959796e-45,-0.349703824950836,0.311,0.252,1.34605175679797e-40,"T cells"
"RPS8",1.89623620581225e-41,-0.304327267923481,0.999,0.99,3.51865590350522e-37,"T cells"
"HIST1H4C",2.11680456527069e-41,0.253723841372256,0.243,0.169,3.9279425513163e-37,"T cells"
"IGHG4",3.02161779813873e-40,-3.31620059745379,0.227,0.223,5.60691398622623e-36,"T cells"
"MT-CYB",2.20945333811581e-38,-0.404949604714868,0.963,0.955,4.09986161420769e-34,"T cells"
"HSP90AA1",3.23369259759914e-37,0.345303131119375,0.867,0.827,6.00043998410496e-33,"T cells"
"HSPE1",2.44272157212183e-36,-0.29659865908768,0.515,0.584,4.53271414922927e-32,"T cells"
"GPR183",9.78762489540258e-28,-0.250044807959329,0.143,0.168,1.8161916755909e-23,"T cells"
"MT-ND2",1.68876104209132e-16,-0.271091071144134,0.98,0.967,3.13366498970465e-12,"T cells"
"IGLC2",1.13418653957153e-15,-3.64244365291963,0.12,0.118,2.10459654282894e-11,"T cells"
"MT-CO1",1.84442199417985e-13,-0.389578683734279,0.998,0.988,3.42250945240014e-09,"T cells"
"CRYAB",3.14708938875105e-264,4.27442327523542,1,0.037,5.83973906976645e-260,"Glia cells"
"GPM6B",6.08047682410654e-192,2.19895556980885,0.893,0.043,1.12829327948121e-187,"Glia cells"
"S100B",3.08155099458492e-185,3.71632278311626,0.973,0.014,5.71812602555178e-181,"Glia cells"
"ALDH1A1",5.98441019632554e-171,2.21904774318305,0.76,0.088,1.11046715603017e-166,"Glia cells"
"CDH19",1.66009714350561e-153,1.82416239653101,0.867,0.001,3.08047625948901e-149,"Glia cells"
"PLP1",2.46614063785215e-152,2.13520217527564,0.853,0.001,4.57617056759844e-148,"Glia cells"
"FXYD1",9.17226486278415e-149,2.29928827139734,0.92,0.02,1.70200546793823e-144,"Glia cells"
"TMEM176B",6.36412988993215e-145,1.87019428974856,0.867,0.083,1.18092794237581e-140,"Glia cells"
"LGI4",9.22116019837207e-133,1.95291736833823,0.813,0.005,1.71107848640992e-128,"Glia cells"
"CD9",2.24303407561174e-121,2.46179761667796,0.987,0.316,4.16217403070515e-117,"Glia cells"
"SPP1",1.30741490331322e-119,3.00787736857649,0.933,0.018,2.42603909458801e-115,"Glia cells"
"TMEM176A",2.87146815279501e-115,1.51113651624813,0.773,0.061,5.32829630432641e-111,"Glia cells"
"PMEPA1",5.77178942968624e-110,1.51732505208175,0.693,0.023,1.07101324657258e-105,"Glia cells"
"VIM",5.19274723425724e-105,2.1546259787542,0.947,0.543,9.63566176788774e-101,"Glia cells"
"SCN7A",5.87661374097104e-103,1.3533426540062,0.64,0.001,1.09046444577459e-98,"Glia cells"
"NRXN1",2.67190098608327e-101,1.01880843878986,0.573,0,4.95797946977612e-97,"Glia cells"
"METRN",1.4613624288333e-96,1.35675065920034,0.693,0.057,2.71170412294306e-92,"Glia cells"
"TUBA1A",3.03958851019954e-96,1.76258248476708,0.867,0.221,5.64026043952626e-92,"Glia cells"
"AZGP1",3.071789713736e-96,1.06500117291774,0.56,0,5.70001299280853e-92,"Glia cells"
"MYOT",3.18937997056425e-95,0.950689901205457,0.547,0,5.91821347337902e-91,"Glia cells"
"PLEKHB1",1.13099000572905e-94,1.26700910118341,0.68,0.008,2.09866505463083e-90,"Glia cells"
"S100A1",1.16172740075715e-92,1.64054499168899,0.547,0.001,2.15570136484496e-88,"Glia cells"
"NRXN3",9.84236394829958e-89,0.792648157623301,0.533,0.001,1.82634905424647e-84,"Glia cells"
"ERBB3",4.93652120377083e-87,0.824562367434848,0.547,0.001,9.16020874571715e-83,"Glia cells"
"SOX2",3.56875154468804e-83,0.900163942291241,0.48,0,6.62217536632314e-79,"Glia cells"
"SPARC",3.99644119828787e-83,2.08458931533221,0.92,0.21,7.41579628754297e-79,"Glia cells"
"CADM2",1.06932047185793e-82,0.747360130057279,0.493,0,1.98423106757957e-78,"Glia cells"
"CLU",1.66442531405188e-80,2.64700679749358,1,0.337,3.08850761275466e-76,"Glia cells"
"CHADL",1.10483062150217e-78,0.857842534744504,0.613,0.008,2.05012370125943e-74,"Glia cells"
"PRIMA1",1.82498532084385e-78,0.736364888380613,0.467,0,3.38644276135785e-74,"Glia cells"
"ABCA8",5.01197458840055e-78,1.3892033741296,0.747,0.046,9.30022004623606e-74,"Glia cells"
"MIA",4.99590696769457e-77,0.930251760804505,0.467,0.001,9.27040496925405e-73,"Glia cells"
"S100A6",9.10188128512546e-76,1.94191592802315,1,0.737,1.68894509126788e-71,"Glia cells"
"PMP22",5.17980126582848e-74,1.46837169329543,0.813,0.09,9.61163922887132e-70,"Glia cells"
"SLC15A3",1.00306979855029e-73,0.976377647111923,0.453,0.047,1.86129631818991e-69,"Glia cells"
"HAND2",1.95253568778444e-73,0.865113545888053,0.507,0.002,3.62312522225282e-69,"Glia cells"
"CALM2",5.47156043707954e-72,1.54972418057997,1,0.777,1.01530275470448e-67,"Glia cells"
"SMIM5",2.15594053252075e-71,0.757264742377173,0.48,0.002,4.0005632521455e-67,"Glia cells"
"CHL1",1.14701675731484e-69,0.811076220334395,0.493,0.003,2.12840429487342e-65,"Glia cells"
"HAND2-AS1",3.04751941126259e-69,0.88422627680821,0.507,0.003,5.65497701953887e-65,"Glia cells"
"MAP1B",1.04285836311605e-68,1.52013628355577,0.707,0.047,1.93512797859815e-64,"Glia cells"
"SFRP1",1.63767623103002e-68,1.58329273594564,0.547,0.009,3.0388720142993e-64,"Glia cells"
"GPNMB",7.92172509331604e-67,1.53372271199658,0.733,0.05,1.46995530831573e-62,"Glia cells"
"RGS16",9.89529990455945e-64,2.57383781097048,0.52,0.028,1.83617185029005e-59,"Glia cells"
"ANK3",6.77718224898048e-63,0.754069624363589,0.467,0.004,1.25757393812082e-58,"Glia cells"
"DKK3",6.98059326068174e-63,1.16414553419714,0.693,0.042,1.2953188854521e-58,"Glia cells"
"NDRG2",1.86902317776077e-62,1.31231789295738,0.747,0.17,3.46815940865288e-58,"Glia cells"
"FEZ1",4.96943796299838e-62,0.797761081016953,0.533,0.012,9.2212890841398e-58,"Glia cells"
"PDLIM4",9.82023967263526e-60,0.856948640848707,0.507,0.007,1.8222436736542e-55,"Glia cells"
"WNT6",2.02891099282616e-58,0.820866860792168,0.44,0.003,3.76484723828823e-54,"Glia cells"
"TIMP4",5.83390211108292e-57,0.949237656109148,0.467,0.007,1.08253887573255e-52,"Glia cells"
"PTPRZ1",4.96236836977006e-55,0.564796290376221,0.347,0,9.20817074694533e-51,"Glia cells"
"SCRG1",9.20961768374772e-55,1.19294916381099,0.44,0.008,1.70893665739623e-50,"Glia cells"
"S100A10",1.28736536750632e-54,1.54438213291727,0.96,0.489,2.38883517594473e-50,"Glia cells"
"MPZ",6.70778939800554e-54,0.9069324093552,0.373,0.002,1.24469740069391e-49,"Glia cells"
"GPR155",9.65076993457698e-54,0.973787611859371,0.573,0.052,1.79079686906011e-49,"Glia cells"
"SFRP5",1.04774283227777e-53,0.577335070006826,0.347,0.001,1.94419159957463e-49,"Glia cells"
"SERPING1",1.44750999204753e-53,1.36232764625018,0.853,0.124,2.6859995412434e-49,"Glia cells"
"TUBB2B",1.57010755617704e-53,0.640845229983759,0.333,0,2.91349158124212e-49,"Glia cells"
"SEMA3C",2.62516261953383e-53,0.772573135200246,0.507,0.009,4.87125175680698e-49,"Glia cells"
"SEMA3B",9.42908838321662e-53,1.01879246919502,0.627,0.062,1.74966164038968e-48,"Glia cells"
"CADM3",9.93252730217664e-53,0.650823328021889,0.373,0.002,1.8430797661919e-48,"Glia cells"
"CMTM5",6.75519236691353e-51,0.484325724223484,0.333,0.001,1.25349349560448e-46,"Glia cells"
"FOXD3-AS1",8.88736792809407e-51,0.415037499278844,0.28,0,1.64913999273714e-46,"Glia cells"
"STMN1",9.31093086464917e-51,1.38783789175731,0.813,0.106,1.7277363312443e-46,"Glia cells"
"SOX10",1.4373691517446e-50,0.400437794581718,0.293,0,2.66718219797728e-46,"Glia cells"
"ITGB4",1.76939074799921e-49,0.631268461037682,0.44,0.006,3.28328147198734e-45,"Glia cells"
"PGM2L1",2.47075201941435e-49,0.970856948373099,0.48,0.03,4.58472744722527e-45,"Glia cells"
"GSN",2.91934675285483e-49,1.86074057014177,0.933,0.26,5.41713983459741e-45,"Glia cells"
"ACSBG1",4.49612712914207e-48,0.428491827346641,0.307,0,8.34301350083603e-44,"Glia cells"
"TUBA1B",1.36466562281971e-47,1.4098201764504,0.907,0.382,2.53227352970426e-43,"Glia cells"
"SAMHD1",1.45300009168204e-47,1.04884198910013,0.693,0.16,2.69618697012519e-43,"Glia cells"
"LPL",1.52030288519834e-47,0.868850346115392,0.467,0.012,2.82107403377404e-43,"Glia cells"
"HTRA1",6.82496247781529e-47,1.11842039445609,0.653,0.082,1.26644003738341e-42,"Glia cells"
"GAS7",3.50213918652871e-46,0.762563847516061,0.493,0.027,6.49856947452267e-42,"Glia cells"
"CBR1",3.59031551913941e-46,0.867987217341988,0.627,0.099,6.66218947731508e-42,"Glia cells"
"DBI",9.86250523671977e-46,1.10812278206112,0.8,0.352,1.83008647172572e-41,"Glia cells"
"SHC4",7.87925483764711e-45,0.44310604595309,0.28,0,1.4620745276738e-40,"Glia cells"
"CD59",1.49770658583999e-44,1.42601324266015,0.8,0.199,2.77914434068468e-40,"Glia cells"
"ITGB8",3.1868483958466e-43,0.534666786225684,0.347,0.003,5.91351588333295e-39,"Glia cells"
"IGFBP5",2.09283090215174e-42,0.610428801730459,0.8,0.148,3.88345702203277e-38,"Glia cells"
"IGFBP7",1.12140240365805e-41,1.1343743146463,0.907,0.186,2.08087430022787e-37,"Glia cells"
"UCHL1",4.04650125549834e-41,0.612832363791078,0.4,0.007,7.50868772970272e-37,"Glia cells"
"CAVIN3",3.19760814259111e-40,0.960303794251049,0.613,0.054,5.93348166939207e-36,"Glia cells"
"AKAP12",1.93532268042303e-39,1.08913522264149,0.613,0.049,3.59118476579297e-35,"Glia cells"
"FXYD3",2.47108032756625e-39,0.400237545425884,0.24,0,4.58533665583194e-35,"Glia cells"
"CNP",3.6634684706636e-39,0.687508621296131,0.467,0.048,6.79793209416338e-35,"Glia cells"
"TTYH1",1.0473852944277e-38,0.492906499488532,0.333,0.004,1.94352815234004e-34,"Glia cells"
"NPTX2",4.41602982982931e-38,0.86480354204511,0.493,0.038,8.19438495223126e-34,"Glia cells"
"SLC22A17",6.66876206199854e-38,0.624778155159137,0.44,0.019,1.23745548822445e-33,"Glia cells"
"SLC35F1",7.97288598015192e-38,0.398336563440178,0.28,0.001,1.47944872247699e-33,"Glia cells"
"COL21A1",6.06723693404378e-37,0.398736562067787,0.267,0.001,1.12583648548116e-32,"Glia cells"
"ENTPD2",2.98467347128197e-36,0.325670026179746,0.213,0,5.53836009331082e-32,"Glia cells"
"INSC",3.09400205227896e-36,0.294643130559121,0.213,0,5.74123020820884e-32,"Glia cells"
"ANGPTL4",8.89640203052833e-36,0.725296710270264,0.333,0.006,1.65081636078484e-31,"Glia cells"
"NGFR",1.26222151714079e-35,0.477437909180695,0.32,0.004,2.34217824720646e-31,"Glia cells"
"CST3",8.22350641746033e-35,1.65778352977636,1,0.651,1.52595385082394e-30,"Glia cells"
"SHISA9",1.97510720953323e-34,0.294442881403287,0.213,0,3.66500893800986e-30,"Glia cells"
"TIMP3",2.13316823218569e-34,1.50798845570083,0.84,0.209,3.95830697164377e-30,"Glia cells"
"SELENOM",5.47579592582839e-34,1.05337949532863,0.627,0.157,1.01608869199672e-29,"Glia cells"
"FOXD3",6.55535280468562e-34,0.294743265561132,0.187,0,1.21641126643746e-29,"Glia cells"
"TSPAN11",9.95246076719571e-34,0.370193186781974,0.227,0.001,1.84677861996084e-29,"Glia cells"
"ADAM23",1.11818232480839e-33,0.384389857870867,0.24,0.001,2.07489912191444e-29,"Glia cells"
"PAQR6",1.60736174517711e-33,0.368093120847175,0.267,0.002,2.98262045435064e-29,"Glia cells"
"COL12A1",3.07382273143923e-33,0.492208702599045,0.293,0.004,5.70378546045864e-29,"Glia cells"
"COL28A1",3.34187786615373e-33,0.399436826636971,0.227,0.001,6.20118856843486e-29,"Glia cells"
"CYR61",3.49699015828186e-33,1.29748967229608,0.493,0.034,6.48901493770783e-29,"Glia cells"
"SPARCL1",4.13430324923673e-33,1.27021375596112,0.747,0.129,7.67161310928367e-29,"Glia cells"
"NCAM1",4.35235467397076e-33,0.783101117169678,0.6,0.068,8.07622933302014e-29,"Glia cells"
"RPL26",6.39784094161067e-33,-1.26019911859151,0.893,0.984,1.18718336512528e-28,"Glia cells"
"CKB",2.13111297705575e-32,1.10577532795006,0.48,0.11,3.95449324022465e-28,"Glia cells"
"GRIK3",1.42907238856026e-31,0.294643130559121,0.187,0,2.65178672421243e-27,"Glia cells"
"RPL39",1.97852703432003e-31,-1.24473838294616,0.88,0.989,3.67135476488426e-27,"Glia cells"
"FIBIN",2.43986734156798e-31,0.451187474970362,0.28,0.004,4.52741783901354e-27,"Glia cells"
"MDK",2.70125371168935e-31,0.989069711396535,0.547,0.086,5.01244638741076e-27,"Glia cells"
"TCEAL7",3.23801535462151e-31,0.431540495088965,0.32,0.007,6.00846129203568e-27,"Glia cells"
"S100A13",5.77783322029111e-31,0.978033999026471,0.627,0.125,1.07213473235722e-26,"Glia cells"
"SCN9A",9.44803951015258e-31,0.353342654006197,0.24,0.002,1.75317821150391e-26,"Glia cells"
"ANXA2",1.05544219443716e-30,1.09167047957062,0.773,0.333,1.9584785359976e-26,"Glia cells"
"CNN3",1.16482458734395e-30,1.05787166576941,0.787,0.211,2.16144850427544e-26,"Glia cells"
"COL1A2",1.2829913307059e-30,0.639927197794628,0.333,0.009,2.38071871325787e-26,"Glia cells"
"FGFBP2",2.03405740396069e-30,0.646727317869057,0.427,0.031,3.77439691878946e-26,"Glia cells"
"ASPA",3.08908146502456e-30,0.323068952660309,0.24,0.002,5.73209956649957e-26,"Glia cells"
"NLGN4X",3.62976908110169e-30,0.293241969812672,0.213,0.001,6.73539950689229e-26,"Glia cells"
"EMP2",3.75152047788779e-30,0.743829424992594,0.52,0.055,6.96132139876858e-26,"Glia cells"
"RPS2",3.88743525160663e-30,-1.27726627284085,0.867,0.99,7.21352485288127e-26,"Glia cells"
"GJC3",4.23642838365917e-30,0.325469777023912,0.187,0,7.86111650871796e-26,"Glia cells"
"WDR86",5.18108021666001e-30,0.353242713232308,0.24,0.002,9.61401245003432e-26,"Glia cells"
"XKR4",7.85457218896107e-30,0.262734021675949,0.187,0,1.45749441538362e-25,"Glia cells"
"FSTL3",9.42131642431261e-30,0.611006004890446,0.32,0.027,1.74821947569545e-25,"Glia cells"
"GFRA3",2.19491193334352e-29,0.369092770998652,0.213,0.001,4.07287858351223e-25,"Glia cells"
"CALD1",2.89238633773766e-29,0.863197615937293,0.72,0.137,5.367112088306e-25,"Glia cells"
"F3",2.95647178910384e-29,0.430051696799687,0.32,0.009,5.48602905186108e-25,"Glia cells"
"RPL34",4.03582959122515e-29,-1.09220600227674,0.987,0.995,7.48888538947738e-25,"Glia cells"
"CXXC5",4.39266960635324e-29,0.618917879508852,0.413,0.039,8.15103772154908e-25,"Glia cells"
"SOX4",7.88063248104467e-29,0.910867693652525,0.533,0.059,1.46233016318265e-24,"Glia cells"
"PLPP1",9.97415114309189e-29,0.964733173736049,0.68,0.12,1.85080348611213e-24,"Glia cells"
"RPS18",1.14866497120062e-28,-1.10531410705099,0.973,0.997,2.13146272055987e-24,"Glia cells"
"L1CAM",1.79813761244398e-28,0.398536548891134,0.213,0.001,3.33662415365105e-24,"Glia cells"
"SNCA",3.14968115664375e-28,0.502726133375158,0.32,0.015,5.84454835426814e-24,"Glia cells"
"SCCPDH",4.77415353641782e-28,0.593259227350003,0.4,0.072,8.85891930217691e-24,"Glia cells"
"C1S",1.14153943282352e-27,0.578577465641587,0.4,0.025,2.11824057154732e-23,"Glia cells"
"RPS19",1.3437033105276e-27,-1.23329766734366,0.907,0.996,2.49337586301501e-23,"Glia cells"
"COL9A3",1.5152102947992e-27,0.382190779574953,0.227,0.002,2.8116242230294e-23,"Glia cells"
"MFSD2A",1.80606740512082e-27,0.422200778265578,0.253,0.005,3.35133867694219e-23,"Glia cells"
"RPL12",2.32336513844862e-27,-1.15976761799212,0.84,0.982,4.31123635090526e-23,"Glia cells"
"SORCS1",2.61829611082725e-27,0.277574691748029,0.2,0.001,4.85851026325105e-23,"Glia cells"
"DAG1",4.07314253418944e-27,0.494767094063531,0.36,0.021,7.55812328644193e-23,"Glia cells"
"TTR",4.7960731365508e-27,0.457581701685327,0.16,0,8.89959331218366e-23,"Glia cells"
"PHLDA3",6.31032526903244e-27,0.636243521369459,0.413,0.042,1.17094395692166e-22,"Glia cells"
"RPS29",7.11160107402856e-27,-1.21873263082916,0.947,0.991,1.31962869529674e-22,"Glia cells"
"TPM1",7.75462796076338e-27,0.984963611238315,0.56,0.096,1.43894876439925e-22,"Glia cells"
"RPL13A",8.32008242116042e-27,-1.07398145548983,1,0.997,1.54387449407053e-22,"Glia cells"
"HSPA12A",1.19622841991877e-26,0.472904504542289,0.333,0.018,2.21972145600127e-22,"Glia cells"
"RPL28",1.33397599536413e-26,-1.15755508912411,0.893,0.991,2.47532585699768e-22,"Glia cells"
"RPS12",1.63504507885652e-26,-1.12532560575679,0.933,0.992,3.03398964832616e-22,"Glia cells"
"LGALS1",1.90316958799964e-26,1.19095528680694,0.92,0.558,3.53152148749214e-22,"Glia cells"
"PPP1R1B",2.94379646853679e-26,0.397536898739657,0.213,0.002,5.46250872701686e-22,"Glia cells"
"CNTN2",3.77396865382968e-26,0.30843874304169,0.2,0.001,7.00297623404635e-22,"Glia cells"
"RASSF4",8.48923623405906e-26,0.584231590155915,0.36,0.045,1.575262675592e-21,"Glia cells"
"LINC00844",1.19236848365226e-25,0.3496494485083,0.24,0.004,2.21255895826513e-21,"Glia cells"
"ZNF536",1.22523972289806e-25,0.305142294569285,0.24,0.004,2.27355482980965e-21,"Glia cells"
"RPS27",1.2519418232379e-25,-1.26539209141365,0.987,0.995,2.32310324720024e-21,"Glia cells"
"SRPX",1.39564186893683e-25,0.637533862128535,0.44,0.038,2.58975305199919e-21,"Glia cells"
"ID4",1.70057243511859e-25,0.576417156959479,0.267,0.006,3.15558221060606e-21,"Glia cells"
"NEGR1",2.13849804915066e-25,0.379596183104506,0.24,0.004,3.96819698000397e-21,"Glia cells"
"PDGFA",3.03233152521213e-25,0.483465069527069,0.28,0.009,5.62679437818363e-21,"Glia cells"
"LGALS3",5.20629292462751e-25,0.863363224046399,0.64,0.159,9.66079715093881e-21,"Glia cells"
"HSPB1",8.23108091431394e-25,1.43369639967127,0.893,0.407,1.5273593744601e-20,"Glia cells"
"SORBS1",9.27547651784733e-25,0.428960887011337,0.28,0.01,1.72115742265175e-20,"Glia cells"
"EPB41L2",1.238783732437e-24,0.722752846634181,0.493,0.082,2.2986870939101e-20,"Glia cells"
"ARL2",1.7643041372206e-24,0.716904497548135,0.627,0.156,3.27384275702654e-20,"Glia cells"
"CCL2",1.9947163907713e-24,2.06309646178127,0.507,0.07,3.70139573471522e-20,"Glia cells"
"CLDN11",5.42500800640032e-24,0.362308769646753,0.24,0.005,1.00666448566764e-19,"Glia cells"
"NRN1",5.72856973132372e-24,0.516641148280892,0.347,0.022,1.06299339934443e-19,"Glia cells"
"PLAT",1.021657139871e-23,0.809872035072609,0.587,0.108,1.89578698874463e-19,"Glia cells"
"PRNP",1.93358567416514e-23,0.765919002300565,0.533,0.124,3.58796157698083e-19,"Glia cells"
"ITM2C",2.3390895981851e-23,0.819233459006283,0.547,0.092,4.34041465839228e-19,"Glia cells"
"FBLN5",2.91119809739971e-23,0.437089284854658,0.307,0.015,5.4020191895349e-19,"Glia cells"
"TRDN",2.97148513029197e-23,0.262333606730029,0.16,0,5.51388780776977e-19,"Glia cells"
"RXRG",3.64918067009895e-23,0.277974912304279,0.16,0,6.77141965143561e-19,"Glia cells"
"ENDOD1",5.17011040021623e-23,0.463983520134103,0.307,0.023,9.59365685864125e-19,"Glia cells"
"C2orf88",5.97892224186689e-23,0.3474579621448,0.24,0.006,1.10944881120082e-18,"Glia cells"
"RPS8",6.60531775894448e-23,-1.13252152514376,0.973,0.993,1.22568276334974e-18,"Glia cells"
"PPDPF",1.12327750272581e-22,0.780110441581403,0.613,0.31,2.08435373405801e-18,"Glia cells"
"OLFML2A",1.17212837674657e-22,0.484583851365889,0.307,0.017,2.17500141589093e-18,"Glia cells"
"RPS15A",1.7191127995333e-22,-1.04073889406288,0.96,0.995,3.18998571081399e-18,"Glia cells"
"MMP17",3.10032945167217e-22,0.336238260374921,0.2,0.003,5.75297133052287e-18,"Glia cells"
"KHDRBS3",4.65533102144379e-22,0.489178165345003,0.347,0.033,8.6384322433911e-18,"Glia cells"
"RPL37",4.71710833952296e-22,-1.06656698469009,0.813,0.97,8.75306623481881e-18,"Glia cells"
"RPL10",7.0019826348132e-22,-0.884523690775747,1,0.999,1.29928789771594e-17,"Glia cells"
"RPL31",1.01523385919509e-21,-1.04024999517666,0.827,0.968,1.8838679491224e-17,"Glia cells"
